Fold,acc,precision,recall,f1,auc,thr,choose_by
1,0.8539603960396039,0.5046728971962616,0.6067415730337079,0.5510204081632654,0.8165301110555714,0.30724070450097846,f1
2,0.8663366336633663,0.5363128491620112,0.5393258426966292,0.5378151260504201,0.7930123008714928,0.15655577299412915,f1
3,0.8597359735973598,0.5422885572139303,0.6089385474860335,0.5736842105263157,0.7722638948228028,0.18395303326810175,f1
